"","site_name","latitude","longitude","region","country","county","com_type","commod1","commod2","commod3","oper_type","dep_type","prod_size","dev_stat","ore","gangue","work_type","names","ore_ctrl","hrock_type","arock_type"
"1","Unnamed Vivianite Occurrence",38.89336,-77.03246,NA,"United States","","M","Iron","","","Unknown","Replacement","N","Occurrence","Limonite, Vivianite","","","","","Gneiss",""
"2","Unnamed Vivianite Occurrence",38.89333,-77.03248,NA,"United States","","M","Iron","","","Unknown","","","Occurrence","","","","","","",""
