"","latitude","longitude"
"499",48.83318,-117.75111
"500",48.58316,-119.75117
"501",34.18346,-94.20021
"502",34.25003,-116.66753
"503",31.75236,-108.22061
"504",32.00014,-108.25061
"505",34.13346,-94.33355
"506",44.86652,-118.13437
"507",39.75277,-105.63337
"508",39.74666,-105.64365
"509",39.78749,-105.53337
"510",37.40001,-108.10065
"511",37.96667,-107.66731
"512",37.9083,-107.70384
"513",40.59994,-111.51745
"514",37.85001,-107.71731
"515",39.23332,-106.76729
"516",31.37042,-110.6815
"517",37.90001,-107.53396
"518",44.33329,-103.62557
"519",38.91667,-105.63392
"520",39.70916,-105.69281
"521",39.06666,-107.10063
"522",37.96667,-107.56731
"523",38.88332,-107.0673
"524",39.92495,-112.08412
"525",33.7834,-112.33407
"526",37.86668,-107.81731
"527",39.85828,-112.01746
"528",39.69916,-105.7306
"529",39.94995,-112.11746
"530",37.50001,-108.03398
"531",39.23277,-106.17533
"532",39.93328,-112.10079
"533",38.66663,-113.16748
"534",39.8661,-105.55031
"535",40.61661,-111.43411
"536",40.38327,-112.26747
"537",39.71666,-105.68392
"538",38.49167,-106.2006
"539",37.79168,-107.66731
"540",32.73344,-108.48395
"541",39.57221,-105.86504
"542",39.96661,-112.71748
"543",39.75832,-105.51726
"544",37.93333,-107.65064
"545",33.14203,-111.20764
"546",39.91662,-112.41747
"547",38.46663,-113.26748
"548",67.41634,-151.25336
"549",66.983,-150.65328
"550",67.5164,-148.20328
"551",67.56641,-148.16996
"552",67.54973,-148.28662
"553",61.83263,-161.88626
"554",64.91597,-165.20331
"555",40.59161,-111.62578
"556",64.46595,-165.41993
"557",64.56595,-165.46994
"558",65.4494,-161.06999
"559",37.96944,-107.60897
"560",39.75693,-105.52281
"561",65.01634,-147.56963
"562",65.033,-147.46962
"563",65.41637,-146.4863
"564",65.49973,-145.25294
"565",65.48307,-144.9196
"566",63.53289,-150.98622
"567",61.81623,-149.21936
"568",61.77873,-149.24712
"569",61.78845,-149.25268
"570",58.24975,-134.36867
"571",57.93304,-136.28538
"572",55.5664,-132.66848
"573",56.06644,-130.16843
"574",56.06644,-130.10175
"575",56.0331,-130.01842
"576",39.83327,-113.50083
"577",47.25987,-115.29822
"578",56.01644,-130.05175
"579",56.01644,-130.05175
"580",55.99978,-130.01842
"581",55.99978,-130.03508
"582",55.9831,-130.03508
"583",55.9831,-130.01842
"584",55.99978,-130.03508
"585",55.9831,-130.05175
"586",40.61661,-111.61745
"587",38.10829,-113.80082
"588",40.62494,-111.50078
"589",40.08328,-112.03412
"590",37.88334,-107.63397
"591",39.72888,-105.67892
"592",44.32107,-103.6439
"593",39.20832,-106.17561
"594",40.36661,-112.25913
"595",39.67055,-105.80616
"596",37.79168,-107.61731
"597",39.21666,-106.18394
"598",39.57027,-105.87838
"599",34.61671,-113.628
"600",37.80001,-107.63397
"601",38.93332,-106.73395
"602",32.59734,-108.36451
"603",37.90001,-107.70897
"604",37.38334,-108.13398
"605",37.75834,-107.67564
"606",39.86666,-105.53392
"607",39.73332,-105.57559
"608",39.52666,-105.85949
"609",38.03641,-105.14334
"610",39.93328,-112.11746
"611",37.88334,-107.68397
"612",39.53416,-105.85477
"613",39.88328,-112.09246
"614",31.40014,-110.71734
"615",39.74777,-105.63559
"616",37.96043,-107.6532
"617",39.46249,-105.98254
"618",37.90834,-107.60064
"619",37.75834,-107.67564
"620",40.44994,-112.33413
"621",37.90001,-107.63397
"622",31.75013,-109.83398
"623",38.53944,-106.3945
"624",39.7461,-105.59615
"625",39.84995,-111.75911
"626",39.96666,-105.45892
"627",37.88334,-107.68397
"628",39.73249,-105.61448
"629",40.61661,-111.67579
"630",39.22471,-106.22561
"631",37.86667,-107.84231
"632",33.48341,-110.76736
"633",33.00011,-110.16734
"634",40.54994,-111.63411
"635",39.79888,-105.93643
"636",40.61661,-111.65079
"637",39.25221,-106.27283
"638",32.49178,-110.75068
"639",40.54161,-111.60078
"640",40.62827,-111.43411
"641",38.52917,-106.3117
"642",39.75832,-105.50476
"643",40.61661,-111.48411
"644",40.61661,-111.46745
"645",37.90834,-107.55064
"646",32.17707,-108.09672
"647",37.85001,-107.68397
"648",39.2461,-106.2595
"649",32.86678,-107.74227
"650",31.75013,-109.85065
"651",40.69994,-111.20077
"652",32.78178,-108.11728
"653",40.52911,-111.60078
"654",47.54181,-115.90102
"655",47.5332,-116.12631
"656",47.4332,-116.1677
"657",47.49767,-116.24353
"658",38.54222,-106.38033
"659",47.4832,-116.1677
"660",47.61487,-115.74272
"661",47.56515,-116.04436
"662",47.49154,-115.80102
"663",47.25821,-114.98432
"664",47.46654,-116.2052
"665",47.4832,-115.98436
"666",47.54067,-116.00823
"667",47.66654,-115.9177
"668",47.56654,-115.83435
"669",39.84716,-113.45916
"670",32.45624,-106.56529
"671",39.28332,-106.1006
"672",39.31677,-106.17402
"673",32.87344,-108.25145
"674",33.26676,-110.91736
"675",37.50007,-90.2501
"676",39.93328,-112.12996
"677",37.40001,-108.13398
"678",40.54161,-111.50078
"679",38.39163,-113.09247
"680",32.11819,-108.94785
"681",32.17819,-108.09144
"682",32.17735,-108.09561
"683",32.18124,-108.08922
"684",32.17819,-108.08033
"685",32.19319,-108.08672
"686",32.1893,-108.10172
"687",32.43762,-108.5484
"688",32.45706,-108.55895
"689",32.46595,-108.56645
"690",32.44956,-108.50395
"691",32.46734,-108.50729
"692",32.31929,-108.76285
"693",32.29068,-108.74285
"694",32.31956,-108.72757
"695",32.29206,-108.75424
"696",32.28179,-108.74035
"697",32.2829,-108.73702
"698",32.3054,-108.75202
"699",32.3179,-108.77257
"700",32.28262,-108.74674
"701",32.20707,-109.00341
"702",32.16981,-108.98395
"703",32.16319,-108.98507
"704",32.21096,-109.02424
"705",37.86173,-90.53761
"706",37.85978,-90.52178
"707",37.83867,-90.51817
"708",37.9595,-90.48455
"709",37.48674,-90.44232
"710",37.93867,-91.16846
"711",37.86923,-91.19485
"712",37.83923,-91.3982
"713",37.82145,-90.80623
"714",37.86756,-91.09513
"715",37.87395,-91.07318
"716",37.88506,-91.07707
"717",37.56535,-90.33038
"718",37.59535,-90.3326
"719",37.5509,-90.27899
"720",37.57063,-90.33732
"721",37.50924,-90.33704
"722",37.51757,-90.28482
"723",37.52674,-90.29593
"724",37.43674,-90.16621
"725",37.75506,-90.21621
"726",37.87006,-90.62928
"727",37.84312,-90.50622
"728",37.84589,-90.63372
"729",37.85978,-90.50872
"730",37.84173,-90.534
"731",38.11663,-113.76749
"732",40.04995,-112.13412
"733",33.37091,-110.88402
"734",39.71666,-105.41726
"735",47.92488,-114.55099
"736",46.25823,-111.61753
"737",44.88323,-113.20089
"738",46.3499,-111.70087
"739",48.25825,-109.30914
"740",47.91655,-114.55099
"741",46.41657,-111.6842
"742",46.1499,-111.75086
"743",48.34987,-115.95104
"744",47.43709,-115.42907
"745",47.48487,-115.1685
"746",47.14655,-114.44097
"747",45.6821,-114.23983
"748",47.46126,-115.5474
"749",47.46543,-115.56157
"750",47.42709,-115.40073
"751",47.44182,-115.08739
"752",47.55348,-115.70991
"753",47.51543,-115.69658
"754",47.52431,-115.70408
"755",47.5307,-115.51073
"756",47.47987,-115.62157
"757",47.23431,-115.21767
"758",46.59432,-114.25289
"759",46.07403,-114.12096
"760",38.31747,-112.88024
"761",38.46302,-113.30442
"762",38.32414,-112.79801
"763",38.34524,-113.14413
"764",47.74848,-115.68491
"765",47.61567,-115.74042
"766",47.74988,-115.00099
"767",47.43237,-115.51573
"768",47.62459,-115.54545
"769",47.55404,-115.60601
"770",47.5282,-115.54823
"771",47.66877,-115.78492
"772",47.53848,-115.58434
"773",47.4921,-115.12739
"774",47.03571,-115.03627
"775",47.52377,-115.76072
"776",47.53847,-115.80132
"777",47.06849,-115.03738
"778",47.07544,-115.04766
"779",47.38321,-114.48653
"780",47.28432,-114.8971
"781",47.47457,-115.94352
"782",47.54431,-115.8913
"783",47.33488,-114.85349
"784",47.45209,-115.77963
"785",47.42654,-115.53851
"786",47.46347,-115.82912
"787",47.8971,-114.53238
"788",47.49988,-115.10517
"789",47.75404,-115.43601
"790",47.95515,-115.46769
"791",47.95515,-115.47852
"792",47.25833,-114.85
"793",47.40737,-115.34822
"794",47.44765,-115.49795
"795",47.40931,-115.6049
"796",47.63487,-115.86382
"797",47.56517,-115.84242
"798",47.49099,-115.10433
"799",47.24849,-114.69598
"800",47.02821,-115.03905
"801",45.95546,-112.3856
"802",38.62079,-112.84774
"803",38.33274,-113.14747
"804",44.99322,-113.34534
"805",38.28775,-112.9258
"806",38.27969,-112.84718
"807",38.27997,-112.90441
"808",38.33829,-113.59915
"809",38.35302,-113.16024
"810",44.7324,-113.02921
"811",38.3419,-113.61943
"812",38.32857,-113.61443
"813",38.16829,-113.87776
"814",38.32108,-112.93413
"815",38.35413,-113.09913
"816",38.33079,-113.15163
"817",38.29802,-113.16858
"818",38.37135,-113.14358
"819",38.40218,-113.11524
"820",38.30525,-112.82496
"821",38.39746,-113.10441
"822",45.31517,-113.03728
"823",45.20657,-112.96783
"824",45.28518,-112.8545
"825",45.3249,-112.87506
"826",45.68045,-112.9759
"827",45.71156,-112.9384
"828",45.59601,-112.91478
"829",45.36322,-113.08422
"830",45.28045,-113.67035
"831",45.67296,-112.70256
"832",38.94583,-105.72976
"833",38.99417,-105.43947
"834",45.56573,-112.19948
"835",37.41025,-113.98415
"836",37.07692,-113.82303
"837",41.24659,-114.0353
"838",45.92768,-112.02809
"839",38.29552,-113.17274
"840",38.44746,-113.29775
"841",38.36885,-113.14302
"842",38.34829,-113.14886
"843",38.34607,-113.14469
"844",38.29302,-113.14941
"845",38.4819,-113.24331
"846",38.34996,-113.1008
"847",38.38718,-113.10163
"848",38.45857,-113.2997
"849",38.25969,-112.88774
"850",38.26414,-112.88108
"851",38.26858,-112.88469
"852",38.27219,-112.88802
"853",38.38885,-112.92663
"854",38.5294,-113.26359
"855",47.61206,-116.52605
"856",38.45107,-113.27887
"857",38.47163,-113.27553
"858",41.91299,-111.7308
"859",39.82745,-112.3808
"860",39.82801,-112.40747
"861",39.83717,-112.38636
"862",39.83828,-112.4083
"863",39.84162,-112.40719
"864",41.96299,-111.50636
"865",40.65605,-111.50245
"866",40.63522,-111.60745
"867",40.63244,-111.53884
"868",40.62605,-111.54828
"869",40.65911,-111.51772
"870",40.64605,-111.50161
"871",40.64855,-111.51078
"872",40.63411,-111.52161
"873",40.63161,-111.51328
"874",40.62633,-111.50495
"875",40.62633,-111.50384
"876",40.65966,-111.59161
"877",40.65077,-111.488
"878",40.66994,-111.47384
"879",40.6255,-111.47384
"880",40.63161,-111.49384
"881",40.64494,-111.47384
"882",40.63661,-111.49495
"883",40.64966,-111.45606
"884",40.65077,-111.45967
"885",40.66772,-111.43772
"886",40.66077,-111.48828
"887",40.63744,-111.47661
"888",40.66827,-111.47884
"889",40.648,-111.48495
"890",39.84578,-112.12635
"891",39.84162,-112.39747
"892",41.14715,-111.65607
"893",41.14715,-111.65607
"894",47.56767,-116.04043
"895",45.03182,-115.39513
"896",44.25822,-114.40925
"897",43.46019,-115.32654
"898",43.92768,-116.01596
"899",43.80269,-114.76172
"900",32.91594,-107.72088
"901",32.93733,-107.7181
"902",32.93705,-107.54588
"903",32.93039,-107.71366
"904",32.90844,-107.72699
"905",32.96178,-107.71116
"906",32.91761,-107.72338
"907",32.99928,-107.72088
"908",32.95511,-107.56227
"909",32.85872,-107.74866
"910",32.83205,-107.6706
"911",32.93705,-107.71671
"912",32.94705,-107.55032
"913",32.92011,-107.72949
"914",32.93428,-107.54421
"915",32.92955,-107.73199
"916",32.91511,-107.71977
"917",32.91539,-107.74171
"918",32.91733,-107.72366
"919",37.36947,-104.96916
"920",37.26253,-105.33112
"921",47.49126,-116.2077
"922",44.76429,-113.34899
"923",44.7061,-113.3169
"924",43.60351,-113.89033
"925",42.23553,-111.493
"926",47.5832,-115.9177
"927",43.79989,-114.41561
"928",43.74549,-114.28761
"929",43.48989,-114.35171
"930",43.59959,-114.28781
"931",32.86261,-107.74782
"932",32.95289,-107.56588
"933",32.95567,-107.71171
"934",32.85511,-107.67838
"935",32.81345,-107.66893
"936",32.97928,-107.74421
"937",33.35288,-107.59699
"938",33.30593,-107.71949
"939",33.33843,-107.57838
"940",33.36204,-107.60282
"941",33.29538,-107.72393
"942",33.16594,-107.7231
"943",32.91567,-107.72282
"944",33.16344,-107.70393
"945",32.93483,-107.72004
"946",32.93205,-107.72616
"947",32.93205,-107.72699
"948",33.16733,-107.70449
"949",33.15178,-107.72116
"950",32.89373,-107.27198
"951",33.33649,-107.70032
"952",46.38934,-112.20366
"953",46.26851,-112.43422
"954",46.10462,-112.18421
"955",44.99961,-113.33896
"956",34.05342,-107.17059
"957",46.36045,-113.25425
"958",40.00188,-113.18832
"959",40.00688,-113.2086
"960",40.00411,-113.1986
"961",40.01244,-113.2086
"962",40.00688,-113.19388
"963",39.97327,-113.19915
"964",39.98494,-113.16193
"965",38.15251,-105.4564
"966",46.47184,-112.42533
"967",46.47629,-112.40783
"968",38.14084,-105.43279
"969",37.89668,-106.91951
"970",37.8889,-106.91895
"971",37.89307,-106.91395
"972",37.90473,-106.91951
"973",37.89473,-106.9159
"974",37.88001,-106.91784
"975",34.0787,-107.18921
"976",34.09648,-107.20366
"977",34.08426,-107.19699
"978",34.08676,-107.20143
"979",34.07259,-107.18782
"980",34.09592,-107.20671
"981",38.1389,-105.4414
"982",37.87084,-106.91395
"983",37.87279,-106.9134
"984",37.84445,-106.95812
"985",37.87251,-106.94951
"986",37.86723,-106.92979
"987",37.89445,-106.94423
"988",37.8589,-106.95145
"989",37.87057,-106.92951
"990",37.87307,-106.93312
"991",37.88223,-106.93673
"992",46.2999,-112.10366
"993",46.49907,-112.00505
"994",38.25501,-106.11977
"995",38.26279,-106.12393
"996",38.35195,-106.10199
"997",38.33307,-106.11254
