"","time","latitude","longitude","depth","mag","magType","gap","dmin","rms","id","updated","place","type","horizontalError","depthError","magError","locationSource","magSource"
"801","2021-06-24T02:24:55.239Z",-5.9581,128.2804,337,5.7,"mww",16,3.608,0.71,"us6000ep7f","2021-08-27T18:58:45.040Z","250 km S of Ambon, Indonesia","earthquake",7.3,1.9,0.058,"us","us"
"802","2021-06-23T05:39:39.354Z",-22.734,171.6692,10,5.5,"mww",33,4.88,1.28,"us7000efea","2021-08-27T18:58:32.040Z","southeast of the Loyalty Islands","earthquake",8.2,1.8,0.08,"us","us"
"803","2021-06-23T02:54:18.757Z",-12.7067,-76.721,50.09,5.9,"mww",22,0.724,0.73,"us7000efd5","2022-06-14T23:25:52.463Z","11 km WSW of Mala, Peru","earthquake",6.6,3.4,0.049,"us","us"
"804","2021-06-23T00:47:05.330Z",-58.1435,-63.7638,10,5.5,"mww",110,4.209,0.76,"us7000efct","2021-08-27T18:58:29.040Z","Drake Passage","earthquake",7.8,1.7,0.089,"us","us"
"805","2021-06-21T22:14:13.556Z",36.4391,27.0416,9.03,5.5,"mww",22,0.895,0.77,"us7000ef1g","2021-08-27T18:58:12.040Z","20 km SSW of Mandr��ki, Gr","earthquake",4.6,2.8,0.049,"us","us"
"806","2021-06-21T15:15:11.974Z",-33.2343,-109.5199,10,5.2,"mb",129,6.054,0.84,"us7000eexm","2021-08-27T18:58:07.040Z","southern East Pacific Rise","earthquake",14.3,1.9,0.047,"us","us"
"807","2021-06-21T11:14:13.227Z",-30.2353,-177.6249,32.38,5.9,"mww",45,8.051,1.41,"us7000eewi","2021-08-27T18:58:05.040Z","Kermadec Islands, New Zealand","earthquake",7.9,3.2,0.05,"us","us"
"808","2021-06-21T01:44:11.545Z",18.8865,145.4174,223.64,5.5,"mww",20,5.293,0.84,"us7000eeu6","2022-06-21T01:54:26.371Z","Pagan region, Northern Mariana Islands","earthquake",9.6,4.1,0.068,"us","us"
"809","2021-06-21T01:25:55.462Z",0.9402,92.0109,10,5.1,"mb",67,5.575,0.84,"us7000eeu2","2021-08-27T18:57:59.040Z","off the west coast of northern Sumatra","earthquake",10.2,1.8,0.068,"us","us"
"810","2021-06-20T17:24:35.511Z",-30.1675,-177.8217,10,5.4,"mww",73,8.046,1.2,"us7000eeqh","2021-08-27T18:57:53.040Z","Kermadec Islands, New Zealand","earthquake",11.4,1.8,0.098,"us","us"
"811","2021-06-20T17:05:50.681Z",-30.2162,-177.8449,25,6.5,"mww",24,7.994,1.1,"us7000eeq4","2021-12-06T14:50:53.072Z","Kermadec Islands, New Zealand","earthquake",8.9,1.5,0.045,"us","us"
"812","2021-06-20T11:08:24.615Z",43.5582,142.6172,151.93,5.3,"mww",59,0.56,0.6,"us7000eeng","2021-08-27T18:57:47.040Z","29 km NE of Shimo-furano, Japan","earthquake",7.8,4.7,0.056,"us","us"
"813","2021-06-19T21:12:15.554Z",-4.56,102.6323,56.2,5.2,"mb",27,0.378,0.57,"us7000eehm","2021-08-27T18:57:39.040Z","90 km SW of Pagar Alam, Indonesia","earthquake",6.6,4.5,0.043,"us","us"
"814","2021-06-19T18:57:16.196Z",16.0504,-92.4142,216.12,5.4,"mww",61,0.352,1.08,"us7000eegn","2021-08-27T18:57:38.040Z","11 km NE of Rizo de Oro, Mexico","earthquake",6.1,4.5,0.036,"us","us"
"815","2021-06-19T11:59:05.000Z",-16.36,173.101,10,5.8,"mww",47,4.932,0.48,"us7000eee0","2021-08-27T18:57:35.040Z","Fiji region","earthquake",7.7,1.8,0.046,"us","us"
"816","2021-06-18T10:02:41.051Z",53.365,-160.2941,7.96,5.4,"mww",69,1.526,0.69,"us7000ee34","2022-06-03T10:12:52.854Z","219 km S of Sand Point, Alaska","earthquake",4.4,3,0.037,"us","us"
"817","2021-06-17T13:41:03.370Z",-16.986,-172.7772,10,5.5,"mww",73,3.206,1.38,"us7000edug","2021-08-26T21:59:29.040Z","157 km SE of Hihifo, Tonga","earthquake",9.4,1.8,0.075,"us","us"
"818","2021-06-16T08:48:58.863Z",38.2061,93.7234,10,5.5,"mww",29,8.75,0.75,"us7000edh9","2021-08-26T21:59:25.040Z","northern Qinghai, China","earthquake",7.6,1.8,0.068,"us","us"
"819","2021-06-16T04:56:05.885Z",-37.3808,78.2964,10,5.1,"mb",86,25.661,0.78,"us7000eez3","2021-08-26T21:59:25.040Z","Mid-Indian Ridge","earthquake",10.8,1.9,0.102,"us","us"
"820","2021-06-16T04:43:07.451Z",-3.558,129.5238,7,5.9,"mww",15,2.793,0.58,"us7000edf6","2021-08-26T21:59:25.040Z","71 km ESE of Amahai, Indonesia","earthquake",5.7,1.7,0.062,"us","us"
"821","2021-06-16T01:44:31.037Z",-31.6206,-177.1656,10,5.3,"mww",37,16.362,0.72,"us7000edee","2021-08-26T21:59:25.040Z","Kermadec Islands region","earthquake",11.1,1.7,0.061,"us","us"
"822","2021-06-15T23:50:04.773Z",-37.2585,78.1064,10,5.3,"mww",55,34.54,0.55,"us7000eddv","2021-08-26T21:59:24.040Z","Mid-Indian Ridge","earthquake",12,1.8,0.093,"us","us"
"823","2021-06-15T14:16:14.774Z",-4.2753,102.4086,61.49,5.2,"mb",48,0.552,0.66,"us7000ed89","2021-08-26T21:59:23.040Z","54 km SSE of Bengkulu, Indonesia","earthquake",5.2,5.4,0.059,"us","us"
"824","2021-06-14T14:49:54.793Z",7.5814,124.9042,10,5.3,"mww",50,0.84,0.91,"us7000ecyn","2021-08-26T21:59:19.040Z","2 km SSW of Kadingilan, Philippines","earthquake",6.6,1.9,0.08,"us","us"
"825","2021-06-14T14:38:41.447Z",7.7102,124.967,5.86,5.7,"mww",41,0.879,0.61,"us7000ecyk","2021-08-26T21:59:19.040Z","5 km NW of Don Carlos, Philippines","earthquake",3.9,3.3,0.044,"us","us"
"826","2021-06-14T02:44:59.141Z",12.8213,48.6009,10,5.5,"mww",25,5.77,0.85,"us7000ecuh","2021-08-26T21:59:17.040Z","181 km NNW of Bosaso, Somalia","earthquake",7.8,1.7,0.058,"us","us"
"827","2021-06-13T09:27:59.724Z",-4.9159,68.5238,10,5.1,"mb",44,6.986,0.6,"us7000ecnj","2021-08-26T21:59:14.040Z","Chagos Archipelago region","earthquake",5.7,1.7,0.067,"us","us"
"828","2021-06-13T02:58:15.452Z",14.0489,-91.4442,57.65,5.4,"mww",125,1.166,1.39,"us7000eckp","2022-02-17T05:45:53.867Z","22 km SW of Nueva Concepci��n, Guate","earthquake",7,4.5,0.044,"us","us"
"829","2021-06-12T03:36:26.022Z",-33.7397,-72.2014,15.17,5.1,"mww",66,0.496,1.12,"us7000ec9v","2021-08-26T21:59:07.040Z","57 km WSW of San Antonio, Chile","earthquake",3.9,3,0.08,"us","us"
"830","2021-06-11T07:33:25.596Z",23.8653,121.6086,8.64,5.2,"mww",57,0.307,0.63,"us7000ec0z","2021-08-26T21:59:05.040Z","12 km S of Hualien City, Taiwan","earthquake",2.1,4.2,0.093,"us","us"
"831","2021-06-11T07:00:50.581Z",-6.0298,146.2604,105.97,5.1,"mb",75,4.11,0.76,"us7000ec0u","2021-08-26T21:59:05.040Z","52 km ENE of Kainantu, Papua New Guinea","earthquake",9.2,7.4,0.085,"us","us"
"832","2021-06-11T02:23:43.042Z",0.0519,124.2976,60.14,5.6,"mww",19,1.873,1.39,"us7000ebx6","2021-08-26T21:59:04.040Z","147 km ESE of Gorontalo, Indonesia","earthquake",6.1,3.8,0.073,"us","us"
"833","2021-06-10T23:27:02.435Z",8.9622,-85.4225,10,5.7,"mww",87,1.05,0.82,"us7000ebw8","2021-08-24T21:33:22.040Z","102 km S of S��mara, Costa ","earthquake",4.6,1.8,0.038,"us","us"
"834","2021-06-10T10:12:47.163Z",-4.8293,102.9678,59.31,5.1,"mb",54,0.465,0.83,"us7000ebnu","2021-08-24T21:33:43.040Z","94 km SSW of Pagar Alam, Indonesia","earthquake",6.7,3.1,0.057,"us","us"
"835","2021-06-08T15:29:01.059Z",36.4075,143.0603,10,5.3,"mww",83,3.912,0.49,"us7000eb5e","2021-08-24T21:34:15.040Z","207 km ESE of Iwaki, Japan","earthquake",8.1,1.7,0.048,"us","us"
"836","2021-06-08T10:56:37.586Z",-5.2457,151.3165,134,5.7,"mww",21,1.17,0.57,"us7000eb30","2021-08-24T21:34:18.040Z","134 km ENE of Kimbe, Papua New Guinea","earthquake",7,1.9,0.043,"us","us"
"837","2021-06-08T05:00:32.301Z",0.4526,123.6478,196.83,5.3,"mww",30,1.723,0.93,"us7000eb0g","2021-08-24T21:34:22.040Z","65 km E of Gorontalo, Indonesia","earthquake",6.6,4.8,0.056,"us","us"
"838","2021-06-07T21:41:10.852Z",10.2413,126.1873,35,5.2,"mww",37,3.208,0.89,"us7000eax3","2021-08-24T21:34:27.040Z","29 km NNE of Santa Monica, Philippines","earthquake",7.8,1.9,0.06,"us","us"
"839","2021-06-07T05:15:57.087Z",-4.7382,133.715,10,5.1,"mww",46,2.324,0.55,"us7000eamd","2021-08-24T21:34:39.040Z","145 km NE of Tual, Indonesia","earthquake",7.1,1.8,0.066,"us","us"
"840","2021-06-06T23:16:39.770Z",-27.671,-176.3006,10,5.8,"mww",34,11.166,0.74,"us7000eakj","2021-08-24T21:34:43.040Z","Kermadec Islands region","earthquake",9.4,1.7,0.078,"us","us"
"841","2021-06-06T18:24:30.056Z",-15.8711,-177.4115,432,5.6,"mww",64,1.698,0.99,"us7000eaib","2021-08-24T21:34:46.040Z","188 km SSE of Alo, Wallis and Futuna","earthquake",11.3,1.9,0.083,"us","us"
"842","2021-06-06T16:01:41.439Z",50.2748,157.2415,57.42,5.1,"mb",104,2.889,0.51,"us7000eahg","2021-08-24T21:34:49.040Z","90 km ESE of Severo-Kuril���sk, ","earthquake",3.6,5.5,0.022,"us","us"
"843","2021-06-06T09:07:32.015Z",3.0223,126.5824,47.04,5.2,"mww",79,2.368,0.97,"us7000eae6","2021-08-24T21:34:55.040Z","213 km NW of Tobelo, Indonesia","earthquake",7.1,5.6,0.086,"us","us"
"844","2021-06-06T04:54:23.713Z",33.4017,46.1288,10,5.3,"mb",52,1.744,1.17,"us7000eab7","2021-08-24T21:35:00.040Z","31 km N of Mehr?n, Iran","earthquake",5.9,1.8,0.032,"us","us"
"845","2021-06-06T01:30:43.927Z",-1.3266,-14.9893,10,5.2,"mww",50,6.477,1.22,"us7000ea90","2021-08-24T21:35:06.040Z","north of Ascension Island","earthquake",3.9,1.9,0.093,"us","us"
"846","2021-06-05T22:57:38.235Z",0.2466,126.3835,16.26,5.3,"mww",34,1.113,0.75,"us7000ea7j","2021-08-24T21:35:10.040Z","126 km WSW of Ternate, Indonesia","earthquake",6,3.4,0.083,"us","us"
"847","2021-06-05T17:55:58.820Z",33.14,-115.6348333,5.78,5.25,"mw",33,0.04069,0.23,"ci39919392","2022-06-05T18:06:13.469Z","11km W of Calipatria, CA","earthquake",0.17,0.41,NA,"ci","ci"
"848","2021-06-05T03:05:12.279Z",-34.8672,-74.0649,8.21,5.4,"mww",38,1.759,1.21,"us7000e9wd","2021-08-24T21:35:38.040Z","159 km WNW of Constituci��n, C","earthquake",5.4,2.7,0.043,"us","us"
"849","2021-06-05T01:31:45.751Z",58.2875,-32.182,10,5.2,"mww",44,7.787,0.83,"us7000e9w6","2021-08-24T21:35:39.040Z","Reykjanes Ridge","earthquake",8.3,1.8,0.037,"us","us"
"850","2021-06-04T13:45:13.276Z",0.34,126.2897,8.6,5.3,"mww",26,1.159,1,"us7000e9p4","2021-08-24T21:35:47.040Z","Molucca Sea","earthquake",5.6,3,0.078,"us","us"
"851","2021-06-04T08:17:00.663Z",42.2405,-126.218,13.91,5.9,"mww",75,1.715,0.92,"us7000e9mr","2021-10-02T18:33:14.382Z","149 km W of Gold Beach, Oregon","earthquake",6.6,3.4,0.03,"us","us"
"852","2021-06-04T07:52:43.544Z",42.2881,-126.2778,16.57,5.9,"mww",74,1.739,0.84,"us7000e9mg","2022-06-22T08:37:14.908Z","153 km W of Gold Beach, Oregon","earthquake",5.4,2.8,0.03,"us","us"
"853","2021-06-03T17:17:32.180Z",9.9933,-70.0634,10,5.1,"mb",26,1.232,0.57,"us7000e9hi","2021-08-07T22:07:40.040Z","19 km S of Carora, Venezuela","earthquake",4.9,1.8,0.024,"us","us"
"854","2021-06-03T10:23:30.359Z",0.3224,126.293,35,5.1,"mb",34,1.162,1.05,"us7000e9cj","2021-08-07T22:07:31.040Z","132 km WSW of Ternate, Indonesia","earthquake",8,1.9,0.069,"us","us"
"855","2021-06-03T10:09:58.295Z",0.3165,126.2911,26,6.2,"mww",30,1.166,1.24,"us7000e9bi","2021-12-04T06:28:59.736Z","132 km WSW of Ternate, Indonesia","earthquake",6,1.8,0.05,"us","us"
"856","2021-06-01T12:42:06.038Z",-21.4857,-66.7637,231.48,5.4,"mww",30,1.961,0.7,"us6000egm7","2021-08-07T22:06:56.040Z","82 km SW of Atocha, Bolivia","earthquake",8.5,4.4,0.045,"us","us"
"857","2021-06-01T11:20:56.204Z",5.046,-82.677,10,5.5,"mww",53,3.403,0.46,"us6000eglq","2021-08-07T22:06:54.040Z","south of Panama","earthquake",6.9,1.8,0.038,"us","us"
"858","2021-05-31T22:04:42.354Z",33.1624,142.6369,10,5.2,"mww",33,2.369,0.81,"us6000egf2","2021-08-07T22:06:46.040Z","off the east coast of Honshu, Japan","earthquake",7.1,1.7,0.058,"us","us"
"859","2021-05-31T14:38:56.420Z",28.6802,-43.5863,10,5.2,"mww",67,18.552,0.73,"us6000egbp","2021-08-07T22:06:42.040Z","northern Mid-Atlantic Ridge","earthquake",11,1.8,0.053,"us","us"
"860","2021-05-31T06:59:55.581Z",62.4492,-148.2512,44,6.1,"mww",NA,NA,0.87,"ak0216xu2rod","2022-05-31T07:10:06.816Z","73 km N of Chickaloon, Alaska","earthquake",NA,0.3,NA,"ak","ak"
"861","2021-05-31T00:48:42.838Z",-20.277,-175.533,137.4,5.2,"mww",41,6.43,0.79,"us6000eg3i","2021-08-07T22:06:25.040Z","101 km NNW of Nuku���alofa,","earthquake",11.3,4.8,0.098,"us","us"
"862","2021-05-30T20:47:51.021Z",-56.8256,-140.7099,10,5.9,"mww",86,27.476,0.75,"us6000egs4","2021-08-07T22:06:22.040Z","Pacific-Antarctic Ridge","earthquake",15.2,1.8,0.086,"us","us"
"863","2021-05-30T17:14:28.451Z",-24.4587,-115.9153,10,5.3,"mb",86,41.046,0.92,"us6000eg1m","2021-08-07T22:06:20.040Z","southern East Pacific Rise","earthquake",15,1.8,0.033,"us","us"
"864","2021-05-30T16:59:55.342Z",-24.356,-116.0248,10,5.1,"mb",62,6.633,0.98,"us6000eg1d","2021-08-07T22:06:19.040Z","southern East Pacific Rise","earthquake",12,1.9,0.039,"us","us"
"865","2021-05-30T13:33:29.374Z",27.228,139.808,526.26,5.4,"mww",28,2.121,0.66,"us6000eg05","2021-08-07T22:06:16.040Z","Bonin Islands, Japan region","earthquake",9.3,1.7,0.058,"us","us"
"866","2021-05-30T04:50:09.844Z",34.6242,98.1957,10,5.1,"mb",65,4.69,0.78,"us6000efxi","2021-08-07T22:06:10.040Z","Southern Qinghai, China","earthquake",7.3,1.8,0.061,"us","us"
"867","2021-05-30T03:55:14.043Z",-18.0509,-178.1801,520.76,5.3,"mww",44,3.599,1.16,"us6000efx7","2021-08-07T22:06:10.040Z","265 km E of Levuka, Fiji","earthquake",8.3,5,0.098,"us","us"
"868","2021-05-29T01:25:14.219Z",1.019,120.0848,17.42,5.1,"mww",21,0.702,0.88,"us6000efq7","2021-08-07T22:05:53.040Z","214 km N of Palu, Indonesia","earthquake",4.8,3.3,0.086,"us","us"
"869","2021-05-29T01:02:41.087Z",36.3105,141.9873,12.04,5.5,"mww",63,3.055,0.85,"us6000efq6","2021-11-19T07:50:24.227Z","122 km ENE of Hasaki, Japan","earthquake",2.3,3,0.071,"us","us"
"870","2021-05-28T23:21:04.119Z",36.3194,142.1212,10,5.2,"mww",101,3.162,0.96,"us6000efph","2021-11-19T07:44:07.075Z","133 km ENE of Hasaki, Japan","earthquake",4,1.8,0.086,"us","us"
"871","2021-05-28T13:41:34.686Z",-18.3532,168.1012,35,5.3,"mww",45,4.013,0.92,"us6000efh2","2021-08-07T22:05:42.040Z","71 km SSW of Port-Vila, Vanuatu","earthquake",6.8,1.9,0.098,"us","us"
"872","2021-05-27T13:06:07.675Z",34.4724,99.1057,10,5.1,"mww",27,10.869,0.7,"us6000ef2t","2021-07-31T22:10:16.040Z","Southern Qinghai, China","earthquake",8.9,1.8,0.089,"us","us"
"873","2021-05-27T03:58:11.741Z",-13.3176,166.7304,51.11,5.2,"mww",45,7.563,0.89,"us6000eez3","2021-07-31T22:10:12.040Z","108 km NW of Sola, Vanuatu","earthquake",8.4,4.7,0.093,"us","us"
"874","2021-05-25T21:36:44.310Z",-17.5761,-174.8081,201.18,5.7,"mww",67,4.551,0.83,"us7000e68h","2021-07-31T22:09:47.040Z","147 km NW of Neiafu, Tonga","earthquake",10.9,3.7,0.051,"us","us"
"875","2021-05-25T17:26:17.485Z",-3.5622,129.0913,41.58,5.1,"mb",23,3.216,0.6,"us7000e65n","2021-07-31T22:09:42.040Z","31 km SE of Amahai, Indonesia","earthquake",6.4,6.1,0.047,"us","us"
"876","2021-05-23T22:37:52.670Z",11.3928,-86.94,34.75,5.1,"mb",76,1.011,0.7,"us7000e5lz","2021-07-31T22:09:04.040Z","63 km SW of Masachapa, Nicaragua","earthquake",5.7,4.1,0.027,"us","us"
"877","2021-05-23T08:58:33.116Z",-58.7827,-25.3067,35,5.3,"mww",28,9.988,0.49,"us7000e5gr","2021-07-31T22:08:48.040Z","South Sandwich Islands region","earthquake",9.1,1.8,0.08,"us","us"
"878","2021-05-23T04:41:33.051Z",14.7572,119.3391,10,5.1,"mww",33,8.185,1,"us7000e5fq","2021-09-01T12:08:24.037Z","82 km WSW of San Nicolas, Philippines","earthquake",7.3,1.7,0.069,"us","us"
"879","2021-05-23T03:50:49.612Z",-6.2692,105.525,15.95,5.2,"mww",31,2.147,1.07,"us7000e5fj","2021-07-31T22:08:45.040Z","35 km WNW of Labuan, Indonesia","earthquake",5.9,3.2,0.098,"us","us"
"880","2021-05-23T03:48:11.936Z",-6.3831,105.3483,10,5.1,"mb",48,2.293,1.13,"us7000e5fh","2021-07-31T22:08:45.040Z","53 km W of Labuan, Indonesia","earthquake",5.8,1.7,0.062,"us","us"
"881","2021-05-23T02:02:08.018Z",4.9536,127.5262,83,5.5,"mww",31,2.858,0.9,"us7000e5eu","2021-07-31T22:08:43.040Z","215 km SE of Pondaguitan, Philippines","earthquake",7.5,1.9,0.058,"us","us"
"882","2021-05-22T09:04:40.353Z",51.7411,-173.3924,20.96,5.1,"mww",128,1.69,0.54,"us7000e5a6","2022-05-22T09:14:50.794Z","75 km SE of Atka, Alaska","earthquake",8.1,4.7,0.083,"us","us"
"883","2021-05-22T03:21:18.525Z",34.7474,98.0852,10,5.2,"mb",36,7.747,0.86,"us7000e58k","2021-07-31T22:08:23.040Z","Southern Qinghai, China","earthquake",8,1.8,0.044,"us","us"
"884","2021-05-22T02:38:45.872Z",34.5476,98.9375,10,5.1,"mb",30,4.139,0.99,"us7000e587","2021-07-31T22:08:22.040Z","Southern Qinghai, China","earthquake",5.8,1.5,0.053,"us","us"
"885","2021-05-22T02:29:37.091Z",34.9495,97.4695,10,5.1,"mb",48,5.18,0.83,"us7000e584","2021-07-31T22:08:22.040Z","Southern Qinghai, China","earthquake",6.3,1.8,0.053,"us","us"
"886","2021-05-21T23:56:16.899Z",5.8868,126.646,10,5.2,"mb",63,5.131,0.78,"us7000e57i","2021-07-31T22:08:18.040Z","73 km SE of Pondaguitan, Philippines","earthquake",3.9,1.7,0.048,"us","us"
"887","2021-05-21T22:19:51.407Z",12.4514,-87.6715,57.23,5.6,"mww",38,0.68,1.1,"us7000e57b","2021-07-31T22:08:15.040Z","40 km SW of Jiquilillo, Nicaragua","earthquake",6,3.1,0.098,"us","us"
"888","2021-05-21T22:13:18.379Z",-16.6009,-177.3725,10,6.5,"mww",44,4.518,0.96,"us7000e579","2021-12-15T11:59:55.864Z","265 km SSE of Alo, Wallis and Futuna","earthquake",7.3,1.4,0.061,"us","us"
"889","2021-05-21T18:13:01.128Z",34.4808,99.0805,10,5.5,"mb",43,4.054,0.73,"us6000ef4i","2021-07-31T22:08:07.040Z","Southern Qinghai, China","earthquake",9,1.9,0.093,"us","us"
"890","2021-05-21T18:12:15.048Z",34.617,98.4674,10,5.5,"mb",38,4.48,0.55,"us6000ef48","2021-07-31T22:08:07.040Z","Southern Qinghai, China","earthquake",9.5,1.8,0.08,"us","us"
"891","2021-05-21T18:10:41.791Z",34.5751,98.2954,10,5.2,"mb",67,4.628,0.67,"us6000ef4t","2021-07-31T22:08:07.040Z","Southern Qinghai, China","earthquake",10.6,1.9,0.128,"us","us"
"892","2021-05-21T18:04:13.565Z",34.5983,98.2513,10,7.3,"mww",9,4.655,0.77,"us7000e54r","2022-05-20T05:33:39.372Z","Southern Qinghai, China","earthquake",3,1.7,0.037,"us","us"
"893","2021-05-21T16:02:36.506Z",-2.6482,68.1035,10,5.8,"mww",30,5.8,1.01,"us7000e53p","2021-07-31T22:08:03.040Z","Carlsberg Ridge","earthquake",6.4,1.6,0.052,"us","us"
"894","2021-05-21T15:17:26.850Z",-49.3128,-9.8439,10,5.1,"mb",115,17.162,0.94,"us7000e53h","2021-07-31T22:08:02.040Z","southern Mid-Atlantic Ridge","earthquake",4.4,1.8,0.083,"us","us"
"895","2021-05-21T14:31:12.001Z",25.6815,99.9907,10,5.1,"mww",44,4.391,0.9,"us7000e53a","2021-07-31T22:08:02.040Z","24 km WNW of Dali, China","earthquake",5.1,1.7,0.078,"us","us"
"896","2021-05-21T13:48:37.193Z",25.7274,100.0082,9,6.1,"mww",17,4.438,0.93,"us7000e532","2021-12-23T12:17:49.891Z","25 km NW of Dali, China","earthquake",6.8,1.7,0.053,"us","us"
"897","2021-05-21T13:21:59.864Z",25.5476,99.9993,10,5.1,"mb",80,22.746,0.63,"us6000ef4u","2021-07-31T22:07:59.040Z","21 km W of Dali, China","earthquake",13,1.9,0.147,"us","us"
"898","2021-05-21T13:21:26.713Z",25.6924,100.0183,10,5.2,"mww",21,4.404,0.8,"us7000e524","2021-07-31T22:07:59.040Z","22 km WNW of Dali, China","earthquake",6.6,1,0.06,"us","us"
"899","2021-05-21T12:09:22.756Z",-8.4206,112.332,106,5.8,"mww",23,1.801,0.65,"us7000e50p","2022-02-06T10:53:20.596Z","33 km SSW of Sumberpucung, Indonesia","earthquake",3.6,1.9,0.062,"us","us"
"900","2021-05-21T04:00:19.253Z",-9.8513,160.4793,15.61,5.1,"mb",70,0.665,0.59,"us6000ef2f","2021-07-31T22:07:51.040Z","74 km SE of Honiara, Solomon Islands","earthquake",7.4,3.9,0.061,"us","us"
"901","2021-05-21T01:37:36.219Z",-9.8891,160.4458,16.49,5.4,"mww",43,0.664,1.04,"us7000e4yd","2022-02-12T04:39:13.271Z","74 km SE of Honiara, Solomon Islands","earthquake",5.5,3.2,0.08,"us","us"
"902","2021-05-20T18:27:54.629Z",-22.209,-68.5197,114.75,5.2,"mww",37,0.803,1.06,"us7000e4ur","2021-07-24T21:08:38.040Z","49 km ENE of Calama, Chile","earthquake",6.4,3.9,0.062,"us","us"
"903","2021-05-20T17:05:17.842Z",-41.0482,44.2233,10,5.7,"mww",35,7.712,1,"us7000e4u0","2021-07-24T21:08:36.040Z","Crozet Islands region","earthquake",10.5,1.7,0.061,"us","us"
"904","2021-05-19T17:54:36.366Z",-36.6871,-110.3969,10,5.7,"mww",63,9.574,1.08,"us7000e4j2","2021-07-24T21:08:21.040Z","southern East Pacific Rise","earthquake",11.7,1.8,0.086,"us","us"
"905","2021-05-19T16:08:27.720Z",-41.2919,85.7062,10,5.5,"mww",60,27.487,0.96,"us7000e4i7","2021-07-24T21:08:18.040Z","southeast Indian Ridge","earthquake",6,1.8,0.066,"us","us"
"906","2021-05-19T15:06:54.461Z",-28.3915,-63.269,596.07,5.1,"mww",26,5.368,0.74,"us7000e4gi","2021-07-24T21:08:17.040Z","38 km NW of Colonia Dora, Argentina","earthquake",9.5,5.1,0.078,"us","us"
"907","2021-05-19T00:42:19.688Z",-33.0647,-109.3943,10,6.7,"mww",31,5.884,0.95,"us7000e4aw","2021-07-24T21:08:06.040Z","southern East Pacific Rise","earthquake",10.5,1.7,0.083,"us","us"
"908","2021-05-18T23:57:58.646Z",28.2785,84.3373,10,5.3,"mb",36,2.208,0.93,"us7000e4aq","2022-06-22T23:04:26.784Z","36 km E of Pokhara, Nepal","earthquake",3.4,1.7,0.034,"us","us"
"909","2021-05-18T18:23:03.393Z",-52.2625,15.8112,10,5.2,"mww",41,20.202,0.85,"us7000e47n","2021-07-24T21:08:01.040Z","southwest of Africa","earthquake",11.1,1.8,0.093,"us","us"
"910","2021-05-18T17:49:08.395Z",-52.1973,15.8159,10,5.1,"mww",38,20.137,0.77,"us7000e46m","2021-07-24T21:08:00.040Z","southwest of Africa","earthquake",11.1,1.7,0.098,"us","us"
"911","2021-05-18T02:31:40.479Z",-23.2597,171.6733,10,5.2,"mb",70,3.949,0.57,"us7000e3z8","2021-07-24T21:07:47.040Z","southeast of the Loyalty Islands","earthquake",9.1,1.8,0.049,"us","us"
"912","2021-05-17T20:25:08.274Z",51.2018,179.3459,30.83,5.4,"mww",59,1.205,1.01,"us7000e3x8","2022-05-17T20:35:23.581Z","288 km WSW of Adak, Alaska","earthquake",5.4,3.4,0.045,"us","us"
"913","2021-05-17T01:09:56.105Z",-49.1461,127.0838,10,5.3,"mww",66,15.016,0.7,"us7000e3n8","2021-07-24T21:07:30.040Z","western Indian-Antarctic Ridge","earthquake",11.2,1.8,0.093,"us","us"
"914","2021-05-17T00:54:01.149Z",37.3349,56.7058,7,5.4,"mww",31,5.373,0.79,"us7000e3n6","2021-07-24T21:07:29.040Z","57 km WSW of Bojn?rd, Iran","earthquake",7,1.8,0.058,"us","us"
"915","2021-05-17T00:31:12.402Z",-21.6167,-177.2305,237.62,5.1,"mww",41,16.264,0.58,"us7000e3n1","2021-07-24T21:07:29.040Z","215 km WSW of Haveluloto, Tonga","earthquake",12.4,5.6,0.098,"us","us"
"916","2021-05-16T23:04:56.799Z",37.3033,56.7455,10,5.3,"mww",27,5.33,0.75,"us7000e3mh","2021-07-24T21:07:27.040Z","55 km WSW of Bojn?rd, Iran","earthquake",6.9,1.8,0.061,"us","us"
"917","2021-05-16T07:28:53.867Z",-5.6063,151.8643,43.56,5.2,"mww",70,1.437,0.52,"us7000e3i4","2021-07-24T21:07:17.040Z","146 km SSW of Kokopo, Papua New Guinea","earthquake",5.4,6.3,0.089,"us","us"
"918","2021-05-16T03:23:53.371Z",42.0159,144.4738,9,5.7,"mww",40,0.981,1.13,"us7000e3h1","2021-07-24T21:07:14.040Z","106 km S of Kushiro, Japan","earthquake",6.2,1.8,0.08,"us","us"
"919","2021-05-15T12:52:48.634Z",-11.8303,166.5073,62.51,5.2,"mww",66,3.658,0.45,"us7000e3dy","2021-07-24T21:07:10.040Z","144 km SSE of Lata, Solomon Islands","earthquake",8.5,3.4,0.08,"us","us"
"920","2021-05-15T01:58:42.256Z",-21.8162,170.1691,12.13,5.5,"mww",99,2.644,0.87,"us7000e3aa","2021-07-24T21:07:03.040Z","238 km E of Tadine, New Caledonia","earthquake",6.2,3.6,0.066,"us","us"
"921","2021-05-15T01:53:16.092Z",-41.0747,-91.2729,10,5.4,"mww",81,14.127,1.2,"us7000e3a8","2021-07-24T21:07:02.040Z","southeast of Easter Island","earthquake",12.9,1.8,0.086,"us","us"
