"","time","latitude","longitude","depth","mag","magType","gap","dmin","rms","id","updated","place","type","horizontalError","depthError","magError","locationSource","magSource"
"298","2021-10-02T21:59:26.680Z",12.8716,120.9142,8.72,5.4,"mww",65,7.371,0.56,"us6000fr6u","2021-12-10T21:14:03.040Z","11 km NE of Tuban, Philippines","earthquake",7.8,4,0.055,"us","us"
"299","2021-10-02T20:43:39.504Z",-9.1778,67.2614,10,6,"mww",36,5.377,0.8,"us6000fr5t","2021-12-10T21:14:03.040Z","Mid-Indian Ridge","earthquake",8.1,1.7,0.073,"us","us"
"300","2021-10-02T12:52:34.077Z",-9.5901,-71.1603,589,5.9,"mww",40,2.397,0.7,"us6000fr2z","2021-12-10T21:14:03.040Z","163 km SSW of Tarauac��, Br","earthquake",9.6,1.9,0.071,"us","us"
"301","2021-10-02T06:29:17.897Z",-21.1265,174.8958,527,7.3,"mww",32,4.493,0.67,"us6000fr0b","2021-12-10T21:14:02.040Z","Vanuatu region","earthquake",9.7,1.9,0.039,"us","us"
"302","2021-10-02T04:24:29.731Z",-14.6065,-173.3041,19.67,5.8,"mww",84,1.63,1.16,"us6000fqzn","2021-12-10T21:14:02.040Z","135 km SW of Gataivai, Samoa","earthquake",9.7,5,0.083,"us","us"
"303","2021-10-02T02:17:13.175Z",-7.1126,154.8024,10,5.4,"mww",32,3.913,1.16,"us6000fqza","2021-12-10T21:14:02.040Z","115 km SW of Panguna, Papua New Guinea","earthquake",9,1.7,0.061,"us","us"
"304","2021-10-02T00:54:28.126Z",-7.2224,154.9125,10,5.1,"mb",38,4.068,0.81,"us6000fqz0","2021-12-10T21:14:02.040Z","118 km SSW of Panguna, Papua New Guinea","earthquake",4.6,1.8,0.056,"us","us"
"305","2021-10-01T15:44:06.529Z",-60.5294,-26.3595,10,5.3,"mb",82,8.305,0.85,"us6000fquf","2021-12-10T21:14:01.040Z","South Sandwich Islands region","earthquake",7,1.8,0.065,"us","us"
"306","2021-10-01T00:10:52.326Z",51.9831,-171.1001,35,5.2,"mww",87,1.119,1,"us6000fqlv","2022-07-08T00:21:04.154Z","185 km SW of Nikolski, Alaska","earthquake",6.1,1.9,0.062,"us","us"
"307","2021-09-30T12:07:54.383Z",-13.8009,167.1423,170.36,5.1,"mww",31,1.637,0.93,"us6000fqev","2021-12-04T14:28:21.040Z","45 km W of Sola, Vanuatu","earthquake",8.5,3.7,0.089,"us","us"
"308","2021-09-29T08:37:05.619Z",38.8893,135.4527,364,6.1,"mww",13,3.198,0.82,"us6000fq2d","2021-12-04T14:27:57.040Z","243 km NNW of Nanao, Japan","earthquake",7.2,1.9,0.05,"us","us"
"309","2021-09-29T05:36:13.793Z",-59.0922,-25.6077,52.32,5.1,"mb",43,7.684,0.6,"us6000fq0r","2021-12-04T14:27:54.040Z","South Sandwich Islands region","earthquake",9.4,4.7,0.061,"us","us"
"310","2021-09-28T04:48:08.650Z",35.0817,25.2018,10,5.3,"mww",43,0.328,0.94,"us7000ff36","2021-12-04T14:30:04.040Z","9 km SW of Arkaloch��ri, Gr","earthquake",4.5,1.7,0.046,"us","us"
"311","2021-09-27T06:17:21.478Z",35.244,25.2697,6,6,"mww",19,0.313,0.47,"us7000fes8","2022-01-08T16:08:44.480Z","6 km N of Thrapsan��n, Gr","earthquake",5,1.8,0.043,"us","us"
"312","2021-09-27T05:40:36.822Z",38.0372,73.2259,10,5.1,"mww",48,1.821,0.42,"us7000fes1","2021-12-04T14:29:52.040Z","66 km WSW of Murghob, Tajikistan","earthquake",5.7,1.8,0.08,"us","us"
"313","2021-09-26T17:12:05.243Z",13.8941,120.5097,83,5.7,"mww",21,8.415,1.24,"us7000fen1","2021-12-04T14:29:47.040Z","12 km W of Talisay, Philippines","earthquake",8.2,1.9,0.036,"us","us"
"314","2021-09-26T04:23:13.528Z",-58.7564,-25.6003,35,5.2,"mww",48,7.503,1.1,"us7000feij","2021-12-04T14:29:39.040Z","South Sandwich Islands region","earthquake",9.5,1.9,0.098,"us","us"
"315","2021-09-25T05:21:32.346Z",-53.4197,23.5583,7,5.8,"mww",44,20.236,0.62,"us7000feai","2021-12-04T14:29:28.040Z","south of Africa","earthquake",10.2,1.8,0.069,"us","us"
"316","2021-09-24T15:04:15.273Z",8.6251,94.1834,10,5.4,"mww",37,4.348,1.17,"us7000fe2z","2021-12-04T14:29:19.040Z","Nicobar Islands, India region","earthquake",8.1,1.8,0.054,"us","us"
"317","2021-09-24T11:52:28.163Z",51.0829,-179.0153,18,6.1,"mww",52,0.487,0.89,"us7000fe1w","2022-07-08T12:02:32.593Z","187 km WSW of Adak, Alaska","earthquake",4.2,1.8,0.044,"us","us"
"318","2021-09-24T07:02:29.055Z",51.1338,-179.0224,18,5.5,"mww",56,0.44,0.88,"us7000fe0g","2021-12-04T14:29:15.040Z","185 km WSW of Adak, Alaska","earthquake",3.7,1.8,0.046,"us","us"
"319","2021-09-24T06:36:17.020Z",2.1052,126.691,35.78,5.3,"mww",79,1.486,0.67,"us7000fe0b","2021-12-04T14:29:14.040Z","152 km WNW of Tobelo, Indonesia","earthquake",5.9,6.3,0.083,"us","us"
"320","2021-09-23T16:47:49.086Z",23.045,-107.953,10,5.7,"mwb",90,1.414,0.81,"us7000fdty","2021-12-03T15:01:57.040Z","140 km SW of Empaque Tarriba, Mexico","earthquake",4.9,1.1,0.049,"us","us"
"321","2021-09-23T16:47:07.275Z",23.0838,-108.0246,10,5.2,"mb",62,1.476,1.05,"us7000fdtx","2021-12-03T15:01:57.040Z","143 km SW of Empaque Tarriba, Mexico","earthquake",4.9,1.8,0.029,"us","us"
"322","2021-09-22T17:32:59.443Z",-29.8221,-177.37,10,5.1,"mb",49,0.735,1.19,"us7000fdka","2021-12-03T15:01:49.040Z","Kermadec Islands, New Zealand","earthquake",8.7,1.8,0.049,"us","us"
"323","2021-09-22T17:01:27.856Z",56.4138,117.757,10,5.3,"mww",36,6.974,0.74,"us7000fdk1","2021-12-03T15:01:49.040Z","55 km SW of Novaya Chara, Russia","earthquake",8.2,1.8,0.08,"us","us"
"324","2021-09-22T12:57:00.189Z",12.0976,-87.6738,28.51,5.6,"mww",139,0.872,0.81,"us7000fdfd","2021-12-03T15:01:47.040Z","69 km SW of Corinto, Nicaragua","earthquake",5.9,5.2,0.068,"us","us"
"325","2021-09-22T12:27:11.484Z",12.0971,-87.6463,38.68,5.2,"mwr",134,0.853,0.94,"us7000fdf4","2021-12-03T15:01:46.040Z","66 km SW of Corinto, Nicaragua","earthquake",5.3,7.2,0.086,"us","us"
"326","2021-09-22T12:03:30.086Z",1.8112,126.5903,33.84,5.4,"mww",67,1.291,0.78,"us7000fdf1","2021-12-03T15:01:46.040Z","143 km NW of Ternate, Indonesia","earthquake",6.6,5,0.098,"us","us"
"327","2021-09-22T09:57:07.023Z",12.1396,-87.8647,21,6.5,"mww",114,0.993,1.07,"us7000fdds","2022-04-21T07:59:20.662Z","80 km SW of Jiquilillo, Nicaragua","earthquake",5,1.9,0.035,"us","us"
"328","2021-09-22T01:25:08.608Z",7.3988,-82.737,13.57,5.2,"mww",81,1.387,0.68,"us7000fdaq","2021-12-03T15:01:44.040Z","71 km SSE of Burica, Panama","earthquake",6.4,4.1,0.046,"us","us"
"329","2021-09-21T23:15:53.602Z",-37.492,146.3534,12,5.9,"mww",31,0.69,0.84,"us7000fd9v","2022-06-15T22:11:34.747Z","39 km S of Mount Buller, Australia","earthquake",4.9,1.7,0.056,"us","us"
"330","2021-09-21T13:14:32.025Z",-36.7771,-73.9329,18.8,6.4,"mww",110,2.14,0.7,"us7000fd4k","2021-12-07T15:14:16.474Z","73 km W of Talcahuano, Chile","earthquake",6.2,3,0.043,"us","us"
"331","2021-09-21T10:19:56.265Z",29.6532,142.3847,10,5.2,"mww",64,2.554,0.46,"us7000fd3f","2021-12-03T15:01:41.040Z","Izu Islands, Japan region","earthquake",6.1,1.7,0.057,"us","us"
"332","2021-09-21T10:14:45.619Z",-27.0657,-113.1303,10,5.4,"mww",87,3.295,0.42,"us7000fd3j","2021-12-03T15:01:41.040Z","Easter Island region","earthquake",11.1,1.8,0.086,"us","us"
"333","2021-09-20T20:25:26.525Z",46.3926,152.4879,35,6.1,"mww",14,6.717,1.18,"us7000fczf","2021-12-03T15:01:38.040Z","Kuril Islands","earthquake",7.5,1.8,0.037,"us","us"
"334","2021-09-20T19:07:45.944Z",-59.7885,-26.5933,35,5.4,"mb",30,7.713,1.15,"us7000fcyr","2021-12-03T15:01:38.040Z","South Sandwich Islands region","earthquake",4.4,1.9,0.053,"us","us"
"335","2021-09-20T18:34:52.491Z",-20.9798,-174.2712,14,5.8,"mww",25,7.422,0.92,"us7000fcye","2021-12-03T15:01:38.040Z","80 km ENE of ���Ohonua,","earthquake",8.2,1.6,0.066,"us","us"
"336","2021-09-20T18:08:17.607Z",-31.8046,179.6373,410.48,5.3,"mww",54,3.295,0.96,"us7000fcy4","2021-12-03T15:01:38.040Z","Kermadec Islands region","earthquake",10,4.5,0.098,"us","us"
"337","2021-09-20T13:12:04.402Z",-36.7567,-73.9774,9.55,5.1,"mww",115,0.632,0.38,"us7000fcvb","2021-12-03T15:01:37.040Z","76 km W of Talcahuano, Chile","earthquake",5.2,4.5,0.071,"us","us"
"338","2021-09-20T03:42:47.125Z",-56.3705,-143.9652,10,5.1,"mb",74,24.219,0.71,"us7000fcu6","2021-12-03T15:01:36.040Z","Pacific-Antarctic Ridge","earthquake",14.8,1.9,0.087,"us","us"
"339","2021-09-19T08:18:32.645Z",36.2633,137.7364,10,5.1,"mww",119,0.47,0.68,"us7000fcly","2021-12-03T15:01:32.040Z","15 km WSW of Toyoshina, Japan","earthquake",6.3,1.9,0.089,"us","us"
"340","2021-09-19T04:23:56.636Z",-13.409,167.446,10,5.1,"mb",123,2.039,1.08,"us7000fcks","2021-12-03T15:01:31.040Z","52 km NNW of Sola, Vanuatu","earthquake",9.8,1.9,0.05,"us","us"
"341","2021-09-19T00:19:06.716Z",-20.0636,-175.7483,192.45,5.2,"mww",20,6.156,0.78,"us7000fciw","2021-12-03T15:01:31.040Z","132 km NNW of Nuku���alofa,","earthquake",8.6,4.2,0.098,"us","us"
"342","2021-09-18T20:47:07.441Z",-9.7611,148.5974,20.28,5.3,"mww",15,1.461,0.74,"us7000fchv","2021-12-03T15:01:30.040Z","117 km SSE of Popondetta, Papua New Guinea","earthquake",6.5,3.4,0.062,"us","us"
"343","2021-09-18T00:56:06.374Z",-15.7739,-173.7133,66.65,5.1,"mb",48,2.631,0.89,"us7000fca8","2021-12-03T15:01:27.040Z","21 km NNE of Hihifo, Tonga","earthquake",9.4,5.6,0.026,"us","us"
"344","2021-09-17T18:44:57.022Z",-11.1776,162.0741,10,5.3,"mww",67,2.713,0.74,"us7000fc7y","2021-12-03T15:01:26.040Z","81 km SSE of Kirakira, Solomon Islands","earthquake",7.7,1.8,0.069,"us","us"
"345","2021-09-17T16:50:42.347Z",-28.2012,-177.7178,10,5.4,"mww",115,11.11,1.08,"us7000fc6a","2021-12-03T15:01:25.040Z","Kermadec Islands region","earthquake",8.4,1.9,0.068,"us","us"
"346","2021-09-17T10:48:08.856Z",-13.4396,167.4275,10,5.1,"mb",66,2.007,0.52,"us7000fc1g","2021-12-03T15:01:24.040Z","50 km NNW of Sola, Vanuatu","earthquake",8,1.7,0.044,"us","us"
"347","2021-09-17T10:28:39.753Z",-13.4556,167.4164,8,5.8,"mww",34,1.99,0.53,"us7000fc1e","2021-12-03T15:01:24.040Z","48 km NNW of Sola, Vanuatu","earthquake",7.3,1.8,0.045,"us","us"
"348","2021-09-16T23:05:07.936Z",54.942,-156.3037,33,5.1,"mww",NA,NA,0.78,"ak021bwpwxny","2021-12-21T07:49:58.234Z","200 km SE of Chignik, Alaska","earthquake",NA,1.7,NA,"ak","ak"
"349","2021-09-16T17:51:55.858Z",55.071,-156.4993,36.8,5.6,"mww",NA,NA,0.83,"ak021bwmmasc","2021-11-23T15:13:14.040Z","181 km SE of Chignik, Alaska","earthquake",NA,0.9,NA,"ak","ak"
"350","2021-09-16T04:58:37.542Z",-59.6415,-26.1047,35,5.1,"mb",48,7.807,0.71,"us7000fbpu","2021-11-23T15:12:58.040Z","South Sandwich Islands region","earthquake",9.2,1.9,0.063,"us","us"
"351","2021-09-16T01:20:39.069Z",-56.4791,-36.4742,10,5.3,"mww",36,2.2,0.78,"us7000fbn4","2021-11-23T15:12:50.040Z","South Georgia Island region","earthquake",8.6,1.7,0.083,"us","us"
"352","2021-09-15T20:33:31.851Z",29.1944,105.365,7.12,5.4,"mww",19,3.749,0.67,"us7000fbky","2022-06-09T17:29:42.074Z","52 km SE of Neijiang, China","earthquake",6.3,3,0.052,"us","us"
"353","2021-09-15T20:14:52.566Z",-28.2103,-177.7521,10,5.4,"mww",73,9.895,0.73,"us7000fbl2","2021-11-23T15:12:40.040Z","Kermadec Islands region","earthquake",9.7,1.8,0.068,"us","us"
"354","2021-09-15T12:44:13.074Z",-28.1797,-177.6935,10,5.1,"mb",106,1.096,0.73,"us7000fbez","2021-11-23T15:12:32.040Z","Kermadec Islands region","earthquake",8.1,1.9,0.096,"us","us"
"355","2021-09-15T10:22:57.250Z",-57.9165,-23.5685,10,5.3,"mww",71,11.16,0.7,"us7000fbdr","2021-11-23T15:12:26.040Z","South Sandwich Islands region","earthquake",9.6,1,0.098,"us","us"
"356","2021-09-15T09:36:45.509Z",-1.3508,-15.9254,10,5.2,"mww",64,13.622,0.58,"us7000fbdg","2021-11-23T15:12:25.040Z","north of Ascension Island","earthquake",10.6,1.9,0.098,"us","us"
"357","2021-09-15T04:43:04.809Z",-58.966,-23.6262,10,5.2,"mb",48,8.497,0.91,"us7000fbav","2021-11-23T15:12:21.040Z","South Sandwich Islands region","earthquake",9.9,1.8,0.066,"us","us"
"358","2021-09-15T03:31:36.662Z",-58.3803,-25.5212,47.43,5.3,"mww",26,7.346,0.81,"us7000fb9q","2021-11-23T15:12:18.040Z","South Sandwich Islands region","earthquake",9.1,3.9,0.098,"us","us"
"359","2021-09-15T00:49:49.223Z",1.1565,122.1166,46.37,5.1,"mww",32,1.335,1.18,"us7000fb83","2021-11-23T15:12:12.040Z","125 km WNW of Gorontalo, Indonesia","earthquake",5.9,4.9,0.093,"us","us"
"360","2021-09-14T23:44:23.031Z",-10.582,165.9432,110.01,5.1,"mww",41,4.989,0.87,"us7000fb7t","2021-11-23T15:12:10.040Z","22 km NE of Lata, Solomon Islands","earthquake",8.8,5.1,0.089,"us","us"
"361","2021-09-14T20:13:55.488Z",2.9309,95.3897,22,5.3,"mww",24,2.717,0.73,"us7000fb5s","2021-11-23T15:12:03.040Z","120 km WNW of Sinabang, Indonesia","earthquake",6.6,1.7,0.08,"us","us"
"362","2021-09-13T22:46:06.357Z",32.4784,137.8572,370,5.8,"mww",18,1.743,0.9,"us7000faw7","2021-12-21T22:23:39.281Z","223 km SE of Shing?, Japan","earthquake",7.7,1.7,0.048,"us","us"
"363","2021-09-13T14:11:29.377Z",-59.9651,-26.4933,36.63,5.1,"mb",69,7.868,0.52,"us7000farl","2021-11-23T15:11:25.040Z","South Sandwich Islands region","earthquake",10.4,6.7,0.077,"us","us"
"364","2021-09-13T05:18:14.639Z",-23.7629,-67.0129,205,6.2,"mww",29,1.341,0.53,"us7000fap8","2021-12-21T07:47:20.105Z","86 km NW of San Antonio de los Cobres, Argentina","earthquake",9,1.8,0.043,"us","us"
"365","2021-09-13T04:02:32.524Z",37.289,58.8939,10,5.1,"mb",39,8.677,0.9,"us7000fans","2021-11-23T15:11:05.040Z","39 km ENE of Q?ch?n, Iran","earthquake",7.2,1.8,0.049,"us","us"
"366","2021-09-13T02:34:04.506Z",-59.8361,-26.3224,47.91,5.1,"mb",44,7.847,0.74,"us7000fane","2021-11-23T15:11:00.040Z","South Sandwich Islands region","earthquake",9.3,3.3,0.083,"us","us"
"367","2021-09-13T01:45:42.142Z",-59.8213,-26.4165,35,5.1,"mb",55,7.802,0.61,"us7000fc4g","2021-11-23T15:10:58.040Z","South Sandwich Islands region","earthquake",10.5,1.9,0.102,"us","us"
"368","2021-09-12T11:57:37.062Z",-15.4257,-174.2996,187.49,5.2,"mww",56,2.865,0.79,"us7000faix","2021-11-23T15:10:34.040Z","79 km NW of Hihifo, Tonga","earthquake",9.8,6.3,0.098,"us","us"
"369","2021-09-12T02:57:42.184Z",-12.5686,166.198,42.77,5.4,"mww",63,3.023,1.05,"us7000fafg","2021-11-23T15:10:17.040Z","206 km NW of Sola, Vanuatu","earthquake",8,5,0.073,"us","us"
"370","2021-09-12T02:32:25.648Z",47.1933,146.771,358,5.3,"mww",56,2.75,0.95,"us7000faf5","2021-11-23T15:10:16.040Z","234 km NNW of Kuril���sk, ","earthquake",8.5,4,0.086,"us","us"
"371","2021-09-11T09:23:03.696Z",-59.6064,-26.3833,41.08,5.5,"mww",69,9.214,0.56,"us7000fa9j","2021-11-23T15:09:46.040Z","South Sandwich Islands region","earthquake",9,6.5,0.083,"us","us"
"372","2021-09-11T09:10:47.231Z",-56.0136,-27.881,79.67,5.2,"mb",62,10.025,0.5,"us7000fa9c","2021-11-23T15:09:44.040Z","South Sandwich Islands region","earthquake",10.9,7.5,0.063,"us","us"
"373","2021-09-11T03:20:17.235Z",14.1061,92.9896,10,5.2,"mb",31,2.447,0.9,"us7000fa7j","2021-11-23T15:09:34.040Z","267 km N of Bamboo Flat, India","earthquake",4.8,1.7,0.046,"us","us"
"374","2021-09-10T17:45:16.609Z",-14.6987,167.8085,6.93,5.3,"mww",53,0.946,0.94,"us7000fa3h","2021-11-23T15:09:14.040Z","87 km ENE of Port-Olry, Vanuatu","earthquake",4.8,3.5,0.069,"us","us"
"375","2021-09-10T17:07:15.395Z",-60.5492,-26.5738,10,5.5,"mww",44,8.244,0.83,"us7000fa2u","2021-11-23T15:09:11.040Z","South Sandwich Islands region","earthquake",8.9,1.7,0.065,"us","us"
"376","2021-09-09T19:23:23.982Z",53.4698,-163.5246,10.39,5.1,"mww",140,1.184,0.9,"us7000f9t5","2022-07-07T19:33:28.810Z","154 km S of False Pass, Alaska","earthquake",4.6,4,0.054,"us","us"
"377","2021-09-09T12:58:57.591Z",-59.3497,-25.3085,10,5.1,"mb",45,7.957,0.99,"us7000f9ne","2021-11-17T17:41:58.040Z","South Sandwich Islands region","earthquake",10,1.7,0.077,"us","us"
"378","2021-09-09T06:42:47.678Z",-38.2199,-93.6865,10,5.1,"mb",100,12.876,0.73,"us7000f9lz","2021-11-17T17:30:45.040Z","West Chile Rise","earthquake",11.6,1.2,0.032,"us","us"
"379","2021-09-09T04:59:43.415Z",-19.2383,-176.3956,10,5.8,"mww",35,5.174,0.85,"us7000f9l5","2021-11-17T17:30:32.040Z","223 km WNW of Pangai, Tonga","earthquake",9.7,1.8,0.06,"us","us"
"380","2021-09-09T04:37:01.763Z",-58.6382,-24.9997,10,5.1,"mb",43,7.712,0.69,"us7000f9ky","2021-11-17T17:30:29.040Z","South Sandwich Islands region","earthquake",9.7,1.7,0.066,"us","us"
"381","2021-09-09T04:11:49.846Z",29.3592,142.1808,10,5.4,"mww",46,2.255,0.56,"us7000f9kh","2021-11-17T17:30:22.040Z","Izu Islands, Japan region","earthquake",7.2,1.7,0.068,"us","us"
"382","2021-09-09T03:47:14.462Z",-58.7042,-25.1291,43.83,5.3,"mww",56,7.686,0.45,"us7000f9jy","2021-11-17T17:30:13.040Z","South Sandwich Islands region","earthquake",9.7,5.3,0.086,"us","us"
"383","2021-09-08T23:48:44.806Z",-38.2036,-93.7086,10,5.4,"mww",87,15.85,0.55,"us7000f9hs","2021-11-17T17:29:35.040Z","West Chile Rise","earthquake",10.8,1.3,0.05,"us","us"
"384","2021-09-08T23:13:47.723Z",-38.1899,-93.8455,10,5.3,"mww",87,15.958,0.72,"us7000f9hh","2021-11-17T17:29:34.040Z","West Chile Rise","earthquake",11,1.7,0.05,"us","us"
"385","2021-09-08T21:17:34.251Z",-38.2361,-93.5593,10,5.2,"mww",62,15.752,0.65,"us7000f9g6","2021-11-17T17:29:16.040Z","West Chile Rise","earthquake",10,1.8,0.061,"us","us"
"386","2021-09-08T16:37:27.395Z",-38.1626,-93.8805,10,5.5,"mww",32,13.007,0.77,"us7000f9ay","2021-11-17T17:29:02.040Z","West Chile Rise","earthquake",4.8,1.7,0.049,"us","us"
"387","2021-09-08T05:20:04.327Z",38.1145,73.2166,35,5.4,"mwr",27,2.317,1.06,"us7000f950","2021-11-17T17:28:26.040Z","66 km W of Murghob, Tajikistan","earthquake",5.4,1.8,0.066,"us","us"
"388","2021-09-08T03:03:49.782Z",13.2713,142.6199,10,5.1,"mb",101,16.453,0.56,"us7000fbfn","2022-07-13T03:14:02.080Z","221 km W of Agat Village, Guam","earthquake",14.4,1.9,0.147,"us","us"
"389","2021-09-08T01:47:47.437Z",16.9465,-99.753,20,7,"mww",43,0.07,0.64,"us7000f93v","2022-04-20T19:01:50.550Z","Acapulco, Mexico","earthquake",5.2,1.2,0.04,"us","us"
"390","2021-09-07T09:49:56.991Z",-19.3855,-176.0683,10,6,"mww",41,5.418,0.48,"us7000f8tc","2021-12-21T07:45:16.732Z","185 km WNW of Pangai, Tonga","earthquake",9.1,1.8,0.068,"us","us"
"391","2021-09-06T17:31:23.429Z",86.0617,32.9475,10,5.1,"mb",53,7.588,0.92,"us7000f8n5","2021-11-17T17:25:47.040Z","north of Svalbard","earthquake",9.7,1.8,0.027,"us","us"
"392","2021-09-06T14:00:23.395Z",23.8395,122.2045,27.47,5.2,"mww",46,0.966,0.66,"us7000f8ki","2021-11-17T17:25:22.040Z","62 km ESE of Hualien City, Taiwan","earthquake",6.7,4,0.086,"us","us"
"393","2021-09-06T08:19:42.348Z",-58.7813,-25.2241,28,5.6,"mww",65,7.683,0.5,"us7000f8gz","2021-11-17T17:24:53.040Z","South Sandwich Islands region","earthquake",6.2,1.6,0.056,"us","us"
"394","2021-09-06T07:47:20.425Z",53.1609,99.0977,10,5.3,"mww",29,3.153,0.4,"us7000f8gn","2021-11-17T17:24:49.040Z","86 km NW of Orlik, Russia","earthquake",8.1,1.8,0.089,"us","us"
"395","2021-09-06T04:32:06.575Z",-28.3753,-12.6837,10,5.2,"mww",46,13.922,0.73,"us7000f8fb","2021-11-17T17:24:18.040Z","southern Mid-Atlantic Ridge","earthquake",10.6,1.8,0.098,"us","us"
"396","2021-09-05T17:51:44.857Z",-22.0113,-174.5918,10,5.9,"mww",29,7.806,1.23,"us7000f8bb","2021-11-17T17:23:33.040Z","83 km SSE of ���Ohonua,","earthquake",8.9,1.7,0.068,"us","us"
"397","2021-09-05T09:59:04.002Z",-58.7253,-25.1796,27,5.6,"mww",70,10.07,0.66,"us7000f875","2021-11-17T17:22:59.040Z","","earthquake",9.8,1.9,0.059,"us","us"
"398","2021-09-05T08:42:13.442Z",20.3395,-109.2259,10,5.5,"mww",127,7.333,0.79,"us7000f86s","2021-11-17T17:22:56.040Z","291 km SSE of Cabo San Lucas, Mexico","earthquake",9.1,1.9,0.057,"us","us"
"399","2021-09-05T05:26:35.257Z",-56.7669,-25.6617,19.75,5.5,"mww",69,6.631,0.5,"us7000f85q","2021-11-17T17:22:39.040Z","South Sandwich Islands region","earthquake",10,4.5,0.06,"us","us"
"400","2021-09-05T05:09:20.869Z",-32.0943,-179.7767,231.18,5.3,"mww",75,3.244,0.79,"us7000f85f","2021-11-17T17:22:36.040Z","south of the Kermadec Islands","earthquake",10.4,4.8,0.089,"us","us"
"401","2021-09-04T23:03:08.782Z",12.2646,144.3402,8.73,5.2,"mww",32,14.529,0.67,"us7000f81r","2022-07-09T23:13:20.092Z","116 km SSW of Merizo Village, Guam","earthquake",9.5,3.5,0.069,"us","us"
"402","2021-09-04T18:43:39.939Z",-6.398,154.9238,60.63,5.4,"mww",22,3.515,0.66,"us7000f7zj","2021-11-17T17:21:27.040Z","62 km W of Panguna, Papua New Guinea","earthquake",7.9,1.1,0.073,"us","us"
"403","2021-09-04T16:13:08.125Z",-59.0945,-25.6733,44.78,5.1,"mb",50,7.657,0.99,"us7000f7yd","2021-11-17T17:21:13.040Z","South Sandwich Islands region","earthquake",10.2,5.4,0.072,"us","us"
"404","2021-09-04T07:53:47.059Z",-17.247,167.7695,10,5.1,"mww",142,1.87,0.55,"us7000f7uh","2021-11-17T17:20:42.040Z","79 km NW of Port-Vila, Vanuatu","earthquake",8.7,1.9,0.083,"us","us"
"405","2021-09-03T10:14:26.456Z",49.4861,147.0217,585,5.8,"mww",36,3.809,0.5,"us7000f7en","2021-11-17T17:19:15.040Z","286 km E of Poronaysk, Russia","earthquake",9.5,1.9,0.041,"us","us"
"406","2021-09-03T07:49:43.479Z",-59.9254,-26.7534,6.54,5.6,"mww",54,14.696,0.54,"us7000f7dp","2021-11-17T17:19:07.040Z","South Sandwich Islands region","earthquake",10,3.9,0.08,"us","us"
"407","2021-09-03T05:22:58.235Z",-24.2993,-115.9595,10,5.4,"mww",52,6.537,0.39,"us7000f7cc","2021-11-17T17:18:53.040Z","southern East Pacific Rise","earthquake",11.2,1.9,0.083,"us","us"
"408","2021-09-03T00:06:16.121Z",-58.815,-25.7275,34.92,5.5,"mww",32,7.478,0.9,"us7000f7a5","2021-11-17T17:18:29.040Z","South Sandwich Islands region","earthquake",5.5,3.2,0.078,"us","us"
"409","2021-09-02T23:20:19.727Z",-30.0746,-176.9655,10,5.2,"mb",44,1.16,0.77,"us7000f79x","2021-11-06T20:28:26.040Z","Kermadec Islands region","earthquake",10.1,1.8,0.045,"us","us"
"410","2021-09-02T20:26:16.202Z",50.4567,150.5391,441.46,5.3,"mww",57,5.176,0.76,"us7000f77w","2021-11-06T20:28:27.040Z","northwest of the Kuril Islands","earthquake",6.2,4.2,0.073,"us","us"
"411","2021-09-01T22:51:36.127Z",-1.5144,-15.5139,10,5.4,"mww",38,6.354,0.46,"us7000f6wz","2021-11-06T20:28:31.040Z","north of Ascension Island","earthquake",9.8,1.8,0.073,"us","us"
"412","2021-09-01T18:35:45.859Z",-27.7317,-71.1083,28,5.6,"mww",97,0.472,0.64,"us7000f6uy","2021-11-06T20:28:31.040Z","86 km WSW of Copiap��, C","earthquake",2.5,1.8,0.052,"us","us"
"413","2021-09-01T13:50:10.419Z",-1.242,-24.1484,10,5.7,"mww",41,11.635,0.41,"us7000f6q8","2021-11-06T20:28:32.040Z","central Mid-Atlantic Ridge","earthquake",8.3,1.7,0.058,"us","us"
"414","2021-09-01T10:02:18.338Z",-59.0255,-25.604,43.33,5.1,"mb",69,15.638,0.58,"us7000f6m0","2021-11-06T20:28:33.040Z","South Sandwich Islands region","earthquake",11.1,7.2,0.069,"us","us"
"415","2021-09-01T09:01:11.397Z",-59.0792,-25.5667,27,5.6,"mww",64,7.694,0.64,"us7000f6l9","2021-11-06T20:28:33.040Z","South Sandwich Islands region","earthquake",9.2,1.9,0.061,"us","us"
"416","2021-09-01T08:21:03.948Z",-18.6186,-174.1377,28.95,5.4,"mww",46,5.2,0.92,"us7000f6l2","2021-11-06T20:28:33.040Z","16 km WNW of Neiafu, Tonga","earthquake",10.4,2.7,0.073,"us","us"
"417","2021-09-01T07:11:30.097Z",-42.8145,-82.599,10,5.4,"mww",111,6.93,1.36,"us7000f6jx","2021-11-06T20:28:33.040Z","West Chile Rise","earthquake",9.8,1.9,0.047,"us","us"
"418","2021-09-01T06:33:45.680Z",-22.3369,171.5936,108.79,5.2,"mww",111,3.845,0.89,"us7000f6jk","2021-11-06T20:28:33.040Z","southeast of the Loyalty Islands","earthquake",7.5,4.6,0.062,"us","us"
"419","2021-08-31T22:40:28.354Z",-61.1851,-39.0952,10,5.3,"mww",41,7.059,0.55,"us7000f6ft","2021-11-06T20:28:35.040Z","Scotia Sea","earthquake",8.2,1.8,0.083,"us","us"
